tag3	tag1	name	autonym
koq		Kota (Gabon)	
kos		Kosraean	Kosrae
kot		Lagwan	
kou		Koke	
kov		Kudu-Camo	
kow		Kugama	
koy		Koyukon	
koz		Korak	
kpa		Kutto	
kpb		Mullu Kurumba	
kpc		Curripaco	
kpd		Koba	
kpe		Kpelle	
kpf		Komba	
kpg		Kapingamarangi	
kph		Kplang	
kpi		Kofei	
kpj		Karajá	
kpk		Kpan	
kpl		Kpala	
kpm		Koho	
kpn		Kepkiriwát	
kpo		Ikposo	Ikposo
kpq		Korupun-Sela	
kpr		Korafe-Yegha	
kps		Tehit	
kpt		Karata	
kpu		Kafoa	
kpv		Komi-Zyrian	
kpw		Kobon	
kpx		Mountain Koiali	
kpy		Koryak	
kpz		Kupsabiny	
kqa		Mum	
kqb		Kovai	Alngubin
kqc		Doromu-Koki	
kqd		Koy Sanjaq Surat	
kqe		Kalagan	
kqf		Kakabai	
kqg		Khe	
kqh		Kisankasa	
kqi		Koitabu	
kqj		Koromira	
kqk		Kotafon Gbe	
kql		Kyenele	
kqm		Khisa	
kqn		Kaonde	
kqo		Eastern Krahn	
kqp		Kimré	
kqq		Krenak	
kqr		Kimaragang	
kqs		Northern Kissi	
kqt		Klias River Kadazan	
kqu		Seroa	
kqv		Okolod	
kqw		Kandas	Kandas
kqx		Mser	
kqy		Koorete	
kqz		Korana	
kra		Kumhali	
krb		Karkin	
krc		Karachay-Balkar	
krd		Kairui-Midiki	
kre		Panará	
krf		Koro (Vanuatu)	
krh		Kurama	
kri		Krio	Krio
krj		Kinaray-a	
krk		Kerek	
krl		Karelian	
krn		Sapo	
krp		Korop	
krr		Krung	
krs		Gbaya (Sudan)	
krt		Tumari Kanuri	
kru		Kurukh	
krv		Kavet	
krw		Western Krahn	
krx		Karon	Kuloonaay
kry		Kryts	
krz		Sota Kanum	
ksa		Shuwa-Zamani	
ksb		Shambala	Kishambaa
ksc		Southern Kalinga	
ksd		Kuanua	
kse		Kuni	
ksf		Bafia	rikpa
ksg		Kusaghe	
ksh		Colognian	Kölsch
ksi		Krisa	
ksj		Uare	
ksk		Kansa	
ksl		Kumalu	
ksm		Kumba	
ksn		Kasiguranin	
kso		Kofa	
ksp		Kaba	
ksq		Kwaami	
ksr		Borong	
kss		Southern Kisi	
kst		Winyé	
ksu		Khamyang	
ksv		Kusu	
ksw		S'gaw Karen	
ksx		Kedang	
ksy		Kharia Thar	
ksz		Kodaku	
kta		Katua	
ktb		Kambaata	
ktc		Kholok	
ktd		Kokata	
kte		Nubri	
ktf		Kwami	
ktg		Kalkutung	
kth		Karanga	
kti		North Muyu	
ktj		Plapo Krumen	
ktk		Kaniet	
ktl		Koroshi	
ktm		Kurti	
ktn		Karitiâna	
kto		Kuot	
ktp		Kaduo	
ktq		Katabaga	
kts		South Muyu	
ktt		Ketum	
ktu		Kituba (Democratic Republic of Congo)	
ktv		Eastern Katu	
ktw		Kato	
ktx		Kaxararí	
kty		Kango (Bas-Uélé District)	
ktz		Ju/'hoan	Ju|’hoansi
kub		Kutep	
kuc		Kwinsu	
kud		'Auhelawa	
kue		Kuman (Papua New Guinea)	
kuf		Western Katu	
kug		Kupa	
kuh		Kushi	
kui		Kuikúro-Kalapálo	
kuj		Kuria	
kuk		Kepo'	
kul		Kulere	
kum		Kumyk	
kun		Kunama	
kuo		Kumukio	
kup		Kunimaipa	
kuq		Karipuna	
kus		Kusaal	Kusaas
kut		Kutenai	Ktunaxa
kuu		Upper Kuskokwim	
kuv		Kur	
kuw		Kpagua	
kux		Kukatja	
kuy		Kuuku-Ya'u	
kuz		Kunza	
kva		Bagvalal	
kvb		Kubu	
kvc		Kove	
kvd		Kui (Indonesia)	
kve		Kalabakan	
kvf		Kabalai	
kvg		Kuni-Boazi	
kvh		Komodo	
kvi		Kwang	
kvj		Psikye	
kvk		Korean Sign Language	
kvl		Kayaw	Kayaw
kvm		Kendem	
kvn		Border Kuna	
kvo		Dobel	
kvp		Kompane	
kvq		Geba Karen	
kvr		Kerinci	
kvt		Lahta Karen	
kvu		Yinbaw Karen	
kvv		Kola	
kvw		Wersing	
kvx		Parkari Koli	
kvy		Yintale Karen	
kvz		Tsakwambo	
kwa		Dâw	
kwb		Kwa	
kwc		Likwala	
kwd		Kwaio	
kwe		Kwerba	
kwf		Kwara'ae	
kwg		Sara Kaba Deme	
kwh		Kowiai	
kwi		Awa-Cuaiquer	Awa Pit, Înkal Awa
kwj		Kwanga	
kwk		Kwakiutl	Kwak’wala
kwl		Kofyar	
kwm		Kwambi	
kwn		Kwangali	
kwo		Kwomtari	
kwp		Kodia	
kwr		Kwer	
kws		Kwese	
kwt		Kwesten	
kwu		Kwakum	
kwv		Sara Kaba Náà	
kww		Kwinti	
kwx		Khirwar	
kwy		San Salvador Kongo	
kwz		Kwadi	
kxa		Kairiru	
kxb		Krobu	
kxc		Konso	Khonso
kxd		Brunei	Bahasa Melayu Brunei, بهاس ملايو بروني‎ (Bahasa Melayu Brunei)
kxf		Manumanaw Karen	Kawyaw
kxh		Karo (Ethiopia)	
kxi		Keningau Murut	Keningau Murut
kxj		Kulfa	
kxk		Zayein Karen	
kxl		Nepali Kurux	
kxm		Northern Khmer	
kxn		Kanowit-Tanjong Melanau	
kxo		Kanoé	
kxp		Wadiyara Koli	
kxq		Smärky Kanum	
kxr		Koro (Papua New Guinea)	
kxs		Kangjia	
kxt		Koiwat	
kxu		Kui (India)	
kxv		Kuvi	
kxw		Konai	
kxx		Likuba	
kxy		Kayong	
kxz		Kerewo	
kya		Kwaya	
kyb		Butbut Kalinga	
kyc		Kyaka	
kyd		Karey	
kye		Krache	Kaakyi
kyf		Kouya	
kyg		Keyagana	
kyh		Karok	
kyi		Kiput	
kyj		Karao	
kyk		Kamayo	
kyl		Kalapuya	
kym		Kpatili	
kyn		Northern Binukidnon	
kyo		Kelon	
woe		Woleaian	
kyq		Kenga	
kyr		Kuruáya	
kys		Baram Kayan	
kyt		Kayagar	
kyu		Western Kayah	
kyv		Kayort	
kyw		Kudmali	
kyx		Rapoisi	
kyy		Kambaira	
kyz		Kayabí	
kza		Western Karaboro	
kzb		Kaibobo	
kzc		Bondoukou Kulango	
kzd		Kadai	
kze		Kosena	
kzf		Da'a Kaili	
kzg		Kikai	
kzi		Kelabit	
kzk		Kazukuru	
kzl		Kayeli	
kzm		Kais	
kzn		Kokola	
kzo		Kaningi	
kzp		Kaidipang	
kzq		Kaike	
kzr		Karang	
kzs		Sugut Dusun	
kzu		Kayupulau	
kzv		Komyandaret	
kzw		Karirí-Xocó	
kzx		Kamarian	
kzy		Kango (Tshopo District)	
kzz		Kalabra	
laa		Southern Subanen	
lab		Linear A	
lac		Lacandon	Jach-t’aan
lad		Ladino	
lae		Pattani	
laf		Lafofa	
lag		Langi	Kɨlaangi
lah		Lahnda	
lai		Lambya	
laj		Lango (Uganda)	
lak		Laka (Nigeria)	
lal		Lalia	
lam		Lamba	
lan		Laru	
lap		Laka (Chad)	
laq		Qabiao	
lar		Larteh	
las		Lama (Togo)	Lama
lau		Laba	
law		Lauje	
lax		Tiwa	
lay		Lama Bai	
laz		Aribwatsa	
lba		Lui	
lbb		Label	
lbc		Lakkia	
lbe		Lak	
lbf		Tinani	
lbg		Laopang	
lbi		La'bi	
lbj		Ladakhi	
lbk		Central Bontok	
lbl		Libon Bikol	
lbm		Lodhi	
lbn		Lamet	Rmeet
lbo		Laven	
lbq		Wampar	
lbr		Lohorung	
lbs		Libyan Sign Language	
lbt		Lachi	
lbu		Labu	
lbv		Lavatbura-Lamusong	
lbw		Tolaki	
lbx		Lawangan	
lby		Lamu-Lamu	
lbz		Lardil	
lcc		Legenyem	
lcd		Lola	
lce		Loncong	
lcf		Lubu	
lch		Luchazi	
lcl		Lisela	
lcm		Tungag	
lcp		Western Lawa	
lcq		Luhu	
lcs		Lisabata-Nuniali	
lda		Kla-Dan	
ldb		Dũya	
ldd		Luri	
ldg		Lenyima	
ldh		Lamja-Dengsa-Tola	
ldi		Laari	
ldj		Lemoro	
ldk		Leelau	
ldl		Kaan	
ldm		Landoma	
ldn		Láadan	
ldo		Loo	
ldp		Tso	
ldq		Lufu	
lea		Lega-Shabunda	
leb		Lala-Bisa	
lec		Leco	
led		Lendu	Ndrulo
lee		Lyélé	
lef		Lelemi	
leh		Lenje	
lei		Lemio	
lej		Lengola	
lek		Leipon	
lel		Lele (Democratic Republic of Congo)	
lem		Nomaande	
len		Lenca	
leo		Leti (Cameroon)	
lep		Lepcha	
leq		Lembena	
ler		Lenkau	
les		Lese	
let		Lesing-Gelimi	
leu		Kara (Papua New Guinea)	
lev		Lamma	
lew		Ledo Kaili	Kaili-Ledo
lex		Luang	
ley		Lemolang	
lez		Lezghian	
lfa		Lefa	
lfn		Lingua Franca Nova	
lga		Lungga	
lgb		Laghu	
lgg		Lugbara	Lugbarati
lgh		Laghuu	
lgi		Lengilu	
lgk		Lingarak	
lgl		Wala	
lgm		Lega-Mwenga	
lgn		T'apo	T’apo
lgq		Logba	
lgr		Lengo	
lgt		Pahi	
lgu		Longgu	
lgz		Ligenza	
lha		Laha (Viet Nam)	
lhh		Laha (Indonesia)	
lhi		Lahu Shi	
lhl		Lahul Lohar	
lhm		Lhomi	ल्होमी‎ (Lhomi)
lhn		Lahanan	
lhp		Lhokpu	
lhs		Mlahsö	
lht		Lo-Toga	
lhu		Lahu	
lia		West-Central Limba	
lib		Likum	
lic		Hlai	
lid		Nyindrou	
lie		Likila	
lif		Limbu	
lig		Ligbi	
lih		Lihir	
lij		Ligurian	
lik		Lika	
lil		Lillooet	
lio		Liki	
lip		Sekpele	Sekpele
liq		Libido	
lir		Liberian English	
lis		Lisu	LI-SU‎ (Li-su), Lisu
liu		Logorik	
liv		Livonian	Livõ kel
liw		Col	
lix		Liabuku	
liy		Banda-Bambari	Linda
liz		Libinza	
lja		Golpa	
lje		Rampi	
lji		Laiyolo	
ljl		Li'o	
ljp		Lampung Api	
ljw		Yirandali	
ljx		Yuru	
lka		Lakalei	
lkb		Kabras	
lkc		Kucong	
lkd		Lakondê	
lke		Kenyi	
lkh		Lakha	
lki		Laki	
lkj		Remun	
lkl		Laeko-Libuat	
lkm		Kalaamaya	
lkn		Lakon	
lko		Khayo	
lkr		Päri	
lks		Kisa	
lkt		Lakota	Lakȟólʼiyapi
lku		Kungkari	
lky		Lokoya	
lla		Lala-Roba	
llb		Lolo	
llc		Lele (Guinea)	
lld		Ladin	
lle		Lele (Papua New Guinea)	
llf		Hermit	
llg		Lole	
llh		Lamu	
lli		Teke-Laali	
llj		Ladji Ladji	
llk		Lelak	
lll		Lilau	
llm		Lasalimu	
lln		Lele (Chad)	
llo		Khlor	
llp		North Efate	
llq		Lolak	
lls		Lithuanian Sign Language	
llu		Lau	
llx		Lauan	
lma		East Limba	
lmb		Merei	
lmc		Limilngan	
lmd		Lumun	
lme		Pévé	
lmf		South Lembata	
lmg		Lamogai	
lmh		Lambichhong	
lmi		Lombi	
lmj		West Lembata	
lmk		Lamkang	
lml		Hano	
lmn		Lambadi	
lmo		Lombard	
lmp		Limbum	
lmq		Lamatuka	
lmr		Lamalera	
lmu		Lamenu	
lmv		Lomaiviti	
lmw		Lake Miwok	
lmx		Laimbue	
lmy		Lamboya	
lmz		Lumbee	
lna		Langbashe	
lnb		Mbalanhu	
lnd		Lundayeh	
lng		Langobardic	
lnh		Lanoh	
lni		Daantanai'	
wod		Wolani	
lnl		South Central Banda	
lnm		Langam	
lnn		Lorediakarkar	
lno		Lango (Sudan)	
lns		Lamnso'	Lamnso’
lnu		Longuda	
lnw		Lanima	
lnz		Lonzo	
loa		Loloda	
lob		Lobi	
loc		Inonhan	
loe		Saluan	
lof		Logol	
log		Logo	
loh		Narim	Boya
loi		Loma (Côte d'Ivoire)	
loj		Lou	
lok		Loko	
lol		Mongo	
lom		Loma (Liberia)	
lon		Malawi Lomwe	
loo		Lombo	
lop		Lopa	
loq		Lobala	
lor		Téén	
los		Loniu	
lot		Otuho	
lou		Louisiana Creole	
lov		Lopi	
low		Tampias Lobu	
lox		Loun	
loy		Loke	ल्होवा‎ (Lhowa)
loz		Lozi	
lpa		Lelepa	
lpe		Lepki	
lpn		Long Phuri Naga	
lpo		Lipo	
lpx		Lopit	
lra		Rara Bakati'	Rara Bakati’
lrc		Northern Luri	لۊری شومالی
lre		Laurentian	
lrg		Laragia	
lri		Marachi	
lrk		Loarki	
lrl		Lari	
lrm		Marama	
lrn		Lorang	
lro		Laro	
lrr		Southern Yamphu	
lrt		Larantuka Malay	
lrv		Larevat	
lrz		Lemerig	
lsa		Lasgerdi	
lsd		Lishana Deni	
lse		Lusengo	
che	ce	Chechen	нохчийн
lsh		Lish	
lsi		Lashi	Lacid
lsl		Latvian Sign Language	
lsm		Saamia	
lso		Laos Sign Language	
lsp		Panamanian Sign Language	
lsr		Aruop	
lss		Lasi	
lst		Trinidad and Tobago Sign Language	
lsy		Mauritian Sign Language	
ltc		Late Middle Chinese	
ltg		Latgalian	Latgališu
lth		Thur	Leb-Thur
lti		Leti (Indonesia)	
ltn		Latundê	
lto		Tsotso	
lts		Tachoni	
ltu		Latu	
lua		Luba-Lulua	Tshiluba
luc		Aringa	
lud		Ludian	Lüüdikiel
lue		Luvale	
luf		Laua	
lui		Luiseno	
luj		Luna	
luk		Lunanakha	
lul		Olu'bo	
lum		Luimbi	
lun		Lunda	
luo		Luo	Dholuo
lup		Lumbu	
luq		Lucumi	
lur		Laura	
lus		Mizo	
lut		Lushootseed	
luu		Lumba-Yakkha	
luv		Luwati	
luw		Luo (Cameroon)	
luy		Luyia	Luluhia
luz		Southern Luri	
lva		Maku'a	
lvk		Lavukaleve	
lvs		Standard Latvian	Latviešu valoda, Latviski
lvu		Levuka	
lwa		Lwalu	
lwe		Lewo Eleng	
lwg		Wanga	
lwh		White Lachi	
lwl		Eastern Lawa	
lwm		Laomian	
lwo		Luwo	
lwt		Lewotobi	
lwu		Lawu	
lww		Lewo	
lya		Layakha	
lyg		Lyngngam	
lyn		Luyana	
lzh		Literary Chinese	
lzl		Litzlitz	
lzn		Leinong Naga	
lzz		Laz	Lazuri
maa		San Jerónimo Tecóatl Mazatec	
mab		Yutanduchi Mixtec	
mad		Madurese	
mae		Bo-Rukul	
maf		Mafa	
mag		Magahi	
mai		Maithili	मैथिली‎ (Maithilī)
maj		Jalapa De Díaz Mazatec	Ntaxjo
mak		Makasar	
mam		Mam	B’anax Mam, Qyool
man		Mandingo	
maq		Chiquihuitlán Mazatec	Nne nangui ngaxni
mas		Masai	Maa
mat		San Francisco Matlatzinca	
mau		Huautla Mazatec	Enna
mav		Sateré-Mawé	
maw		Mampruli	Nmampurli
max		North Moluccan Malay	Bahasa Pasar
maz		Central Mazahua	Jnatrjo
mba		Higaonon	
mbb		Western Bukidnon Manobo	
mbc		Macushi	
mbd		Dibabawon Manobo	
mbe		Molale	
mbf		Baba Malay	
mbh		Mangseng	
mbi		Ilianen Manobo	
mbj		Nadëb	
mbk		Malol	
mbl		Maxakalí	
mbm		Ombamba	
mbn		Macaguán	
mbo		Mbo (Cameroon)	
mbp		Malayo	
mbq		Maisin	
mbr		Nukak Makú	
mbs		Sarangani Manobo	
mbt		Matigsalug Manobo	
mbu		Mbula-Bwazza	
mbv		Mbulungish	
mbw		Maring	
mbx		Mari (East Sepik Province)	
mby		Memoni	
mbz		Amoltepec Mixtec	Tnu’u Ñuu Savi
mca		Maca	Mak’á
mcb		Machiguenga	Matsigenka
mcc		Bitur	Bitur
mcd		Sharanahua	
mce		Itundujia Mixtec	
mcf		Matsés	
mcg		Mapoyo	
mch		Maquiritari	Ye’kuana
mci		Mese	
mcj		Mvanip	
mck		Mbunda	
mcl		Macaguaje	
mcm		Malaccan Creole Portuguese	Kristang
mcn		Masana	
mco		Coatlán Mixe	Ayuk
mcp		Makaa	
mcq		Ese	
mcr		Menya	
mcs		Mambai	dâg tì mà̧mbày
mct		Mengisa	
mcu		Cameroon Mambila	
mcv		Minanibai	
mcw		Mawa (Chad)	
mcx		Mpiemo	
mcy		South Watut	
mcz		Mawan	
mda		Mada (Nigeria)	
mdb		Morigi	
mdc		Male (Papua New Guinea)	
mdd		Mbum	
mde		Maba	Bura Mabang
mdf		Moksha	
mdg		Massalat	
mdh		Maguindanaon	
mdi		Mamvu	Tengo
mdj		Mangbetu	
mdk		Mangbutu	
mdl		Maltese Sign Language	
mdm		Mayogo	
mdn		Mbati	
mdp		Mbala	
mdq		Mbole	
mdr		Mandar	
mds		Maria (Papua New Guinea)	
mdt		Mbere	
mdu		Mboko	
mdv		Santa Lucía Monteverde Mixtec	
mdw		Mbosi	
mdx		Dizin	
mdy		Male (Ethiopia)	
mdz		Suruí Do Pará	
mea		Menka	
meb		Ikobi	
mec		Mara	
med		Melpa	
mee		Mengen	
mef		Megam	
meh		Southwestern Tlaxiaco Mixtec	
mei		Midob	
mej		Meyah	
mek		Mekeo	
mel		Central Melanau	
mem		Mangala	
men		Mende	Mende, Mɛnde‎ (Mende), Mɛnde yia‎ (Mende yia)
meo		Kedah Malay	
mep		Miriwung	
meq		Merey	
mer		Meru	Kĩmĩrũ
mes		Masmaje	
met		Mato	
meu		Motu	
mev		Mano	Maa
mew		Maaka	
mey		Hassaniyya	Hassaniyya, حسانية‎‎‎ (Ḥassānīya)
mez		Menominee	
mfa		Pattani Malay	ภาษายาวี‎ (Baso Jawi)
mfb		Bangka	
mfc		Mba	
mfd		Mendankwe-Nkwen	
mfe		Morisyen	kreol morisien
mff		Naki	
mfg		Mogofin	
mfh		Matal	
mfi		Wandala	
mfj		Mefele	
mfk		North Mofu	
mfl		Putai	
mfm		Marghi South	
mfn		Cross River Mbembe	
mfo		Mbe	
mfp		Makassar Malay	
mfq		Moba	
mfr		Marithiel	
mfs		Mexican Sign Language	
mft		Mokerang	
mfu		Mbwela	
mfv		Mandjak	
mfw		Mulaha	
mfx		Melo	
mfy		Mayo	Yoreme Nokki
mfz		Mabaan	
mga		Middle Irish	
mgb		Mararit	
mgc		Morokodo	
mgd		Moru	
mge		Mango	
mgf		Maklew	
mgg		Mpumpong	
mgh		Makhuwa-Meetto	Makua
mgi		Lijili	
mgj		Abureni	
mgk		Mawes	
mgl		Maleu-Kilenge	
mgm		Mambae	
mgn		Mbangi	
mgo		Metaʼ	metaʼ
mgp		Eastern Magar	
mgq		Malila	Bamalila
mgr		Mambwe-Lungu	
mgs		Manda (Tanzania)	
mgt		Mongol	
mgu		Mailu	
mgv		Matengo	
mgw		Matumbi	
mgy		Mbunga	
mgz		Mbugwe	
mha		Manda (India)	
mhb		Mahongwe	
mhc		Mocho	
mhd		Mbugu	
mhe		Besisi	
mhf		Mamaa	
mhg		Margu	
mhi		Ma'di	
mhj		Mogholi	
mhk		Mungaka	
mhl		Mauwake	
mhm		Makhuwa-Moniga	
mhn		Mócheno	
mho		Mashi (Zambia)	
mhp		Balinese Malay	
mhq		Mandan	
mhr		Eastern Mari	
mhs		Buru (Indonesia)	Buru
mht		Mandahuaca	
mhu		Digaro-Mishmi	
mhw		Mbukushu	
mhx		Maru	Lhao Vo
mhy		Ma'anyan	
mhz		Mor (Mor Islands)	
mia		Miami	
mib		Atatláhuca Mixtec	
mic		Mi'kmaq	Míkmawísimk
mid		Mandaic	
mie		Ocotepec Mixtec	Tu’un savi
mif		Mofu-Gudur	
mig		San Miguel El Grande Mixtec	
mih		Chayuco Mixtec	Tu’un savi
mii		Chigmecatitlán Mixtec	Da’an davi
mij		Abar	
mik		Mikasuki	
mil		Peñoles Mixtec	Tu’un savi
mim		Alacatlatzala Mixtec	To’on Savi
min		Minangkabau	
mio		Pinotepa Nacional Mixtec	
mip		Apasco-Apoala Mixtec	
miq		Mískito	Mískitu
mir		Isthmus Mixe	
mis		Uncoded languages	
mit		Southern Puebla Mixtec	Da’an davi
miu		Cacaloxtepec Mixtec	
miw		Akoye	
mix		Mixtepec Mixtec	
miy		Ayutla Mixtec	
miz		Coatzospan Mixtec	Tu’un davi
mjb		Makalero	
mjc		San Juan Colorado Mixtec	Tu’un sav
mjd		Northwest Maidu	
mje		Muskum	
mjg		Tu	
mjh		Mwera (Nyasa)	
mji		Kim Mun	Kem di mun
mjj		Mawak	
mjk		Matukar	
mjl		Mandeali	
mjm		Medebur	
mjn		Ma (Papua New Guinea)	
mjo		Malankuravan	
mjp		Malapandaram	
mjq		Malaryan	
mjr		Malavedan	
mjs		Miship	
mjt		Sauria Paharia	
mju		Manna-Dora	
mjv		Mannan	
mjw		Karbi	
mjx		Mahali	
mjy		Mahican	
mjz		Majhi	
mka		Mbre	
mkb		Mal Paharia	
mkc		Siliput	
mke		Mawchi	
mkf		Miya	
mkg		Mak (China)	
mki		Dhatki	
mkj		Mokilese	Mokil, Mwoakilloa
mkk		Byep	
mkl		Mokole	
mkm		Moklen	
mkn		Kupang Malay	Kupang
mko		Mingang Doso	
mkp		Moikodi	
mkq		Bay Miwok	
mkr		Malas	
mks		Silacayoapan Mixtec	
mkt		Vamale	
mku		Konyanka Maninka	
mkv		Mafea	
mkw		Kituba (Congo)	Kituba
mkx		Kinamiging Manobo	
mky		East Makian	
mkz		Makasae	
mla		Malo	
mlb		Mbule	
mlc		Cao Lan	
mle		Manambu	
mlf		Mal	
mlh		Mape	
mli		Malimpung	
mlj		Miltu	
mlk		Ilwana	
mll		Malua Bay	
mlm		Mulam	
mln		Malango	
mlo		Mlomp	
mlp		Bargam	
mlq		Western Maninkakan	
mlr		Vame	
mls		Masalit	Kana Masaraka
mlu		To'abaita	
mlv		Motlav	
mlw		Moloko	
mlx		Malfaxal	
mlz		Malaynon	
mma		Mama	
mmb		Momina	
mmc		Michoacán Mazahua	Jnatjo
mmd		Maonan	
mme		Mae	
mmf		Mundat	
mmg		North Ambrym	
mmh		Mehináku	
mmi		Musar	
mmj		Majhwar	
mmk		Mukha-Dora	
mml		Man Met	
mmm		Maii	
mmn		Mamanwa	
mmo		Mangga Buang	
mmp		Siawi	
mmq		Musak	
mmr		Western Xiangxi Miao	
mmt		Malalamai	
mmu		Mmaala	Numaala
mmv		Miriti	
mmw		Emae	
mmx		Madak	
mmy		Migaama	
mmz		Mabaale	
mna		Mbula	
mnb		Muna	Wuna
mnc		Manchu	
mnd		Mondé	
mne		Naba	
mnf		Mundani	
mng		Eastern Mnong	
mnh		Mono (Democratic Republic of Congo)	
mni		Manipuri	মৈতৈলোন্
mnj		Munji	
mnk		Mandinka	
mnl		Tiale	
mnm		Mapena	
mnn		Southern Mnong	
mnp		Min Bei Chinese	
mnq		Minriq	
mnr		Mono (USA)	
mns		Mansi	Ма̄ньщи
mnu		Mer	
mnv		Rennell-Bellona	
mnw		Mon	
mnx		Manikion	
mny		Manyawa	
mnz		Moni	
moa		Mwan	
moc		Mocoví	
mod		Mobilian	
moe		Montagnais	
mog		Mongondow	
moh		Mohawk	Kanienʼkéha
moi		Mboi	
moj		Monzombo	
mok		Morori	
mom		Mangue	
moo		Monom	
mop		Mopán Maya	
moq		Mor (Bomberai Peninsula)	
mor		Moro	Dhimorong
mos		Mossi	Mòoré
mot		Barí	
mou		Mogum	
mov		Mohave	
mow		Moi (Congo)	
mox		Molima	
moy		Shekkacho	Shekkacho
moz		Mukulu	
mpa		Mpoto	
mpb		Mullukmulluk	
mpc		Mangarayi	
mpd		Machinere	
mpe		Majang	
mpg		Marba	
mph		Maung	
mpi		Mpade	
mpj		Martu Wangka	
mpk		Mbara (Chad)	
mpl		Middle Watut	
mpm		Yosondúa Mixtec	
mpn		Mindiri	
mpo		Miu	
mpp		Migabac	
mpq		Matís	
mpr		Vangunu	
mps		Dadibi	
mpt		Mian	
mpu		Makuráp	
mpv		Mungkip	
mpw		Mapidian	
mpx		Misima-Panaeati	
mpy		Mapia	
mpz		Mpi	
mqa		Maba (Indonesia)	
mqb		Mbuko	
mqc		Mangole	
mqe		Matepi	
mqf		Momuna	
mqg		Kota Bangun Kutai Malay	
mqh		Tlazoyaltepec Mixtec	
mqi		Mariri	
mqj		Mamasa	
mqk		Rajah Kabunsuwan Manobo	
mql		Mbelime	
mqm		South Marquesan	
mqn		Moronene	
mqo		Modole	
mqp		Manipa	
mqq		Minokok	
mqr		Mander	
mqs		West Makian	
mqt		Mok	
mqu		Mandari	Mundari
mqv		Mosimo	
mqw		Murupi	
mqx		Mamuju	
mqy		Manggarai	
mqz		Pano	
mra		Mlabri	มละบริ‎ (Mlabri), มาลาบรี‎ (Malabri)
mrb		Marino	
mrc		Maricopa	
mrd		Western Magar	
mre		Martha's Vineyard Sign Language	
mrf		Elseng	
mrg		Mising	
mrh		Mara Chin	Mara
mrj		Western Mari	
mrk		Hmwaveke	
mrl		Mortlockese	
mrm		Merlav	
mrn		Cheke Holo	
mro		Mru	
mrp		Morouas	
mrq		North Marquesan	
mrr		Maria (India)	
mrs		Maragus	
mrt		Marghi Central	
mru		Mono (Cameroon)	
mrv		Mangareva	
mrw		Maranao	
mrx		Maremgi	
mry		Mandaya	
mrz		Marind	
msb		Masbatenyo	
msc		Sankaran Maninka	
msd		Yucatec Maya Sign Language	
mse		Musey	
msf		Mekwei	
msg		Moraid	
msh		Masikoro Malagasy	
msi		Sabah Malay	Bahasa Sabah
msj		Ma (Democratic Republic of Congo)	
msk		Mansaka	
msl		Molof	
msm		Agusan Manobo	Minanubu
msn		Vurës	Vurës
mso		Mombum	
msp		Maritsauá	
msq		Caac	
msr		Mongolian Sign Language	
mss		West Masela	
msu		Musom	
msv		Maslam	
msw		Mansoanka	
msx		Moresada	
msy		Aruamu	
msz		Momare	
mta		Cotabato Manobo	
mtb		Anyin Morofo	
mtc		Munit	
mtd		Mualang	
mte		Mono (Solomon Islands)	
mtf		Murik (Papua New Guinea)	
mtg		Una	
mth		Munggui	
mti		Maiwa (Papua New Guinea)	
mtj		Moskona	
mtk		Mbe'	
mtl		Montol	
mtm		Mator	
mtn		Matagalpa	
mto		Totontepec Mixe	Ayuk
mtp		Wichí Lhamtés Nocten	
mtq		Muong	
mtr		Mewari	
mts		Yora	
mtt		Mota	
mtu		Tututepec Mixtec	Tu’un savi
mtv		Asaro'o	
mtw		Southern Binukidnon	
mtx		Tidaá Mixtec	Tnu’un dawi
mty		Nabi	
mua		Mundang	MUNDAŊ
mub		Mubi	
muc		Ajumbu	
mud		Mednyj Aleut	
mue		Media Lengua	
mug		Musgu	Mulwi
muh		Mündü	
mui		Musi	
muj		Mabire	
muk		Mugom	
mul		Multiple languages	
mum		Maiwala	
muo		Nyong	
mup		Malvi	
muq		Eastern Xiangxi Miao	
mur		Murle	
mus		Creek	
mut		Western Muria	
muu		Yaaku	
muv		Muthuvan	
mux		Bo-Ung	
muy		Muyang	
muz		Mursi	
mva		Manam	
mvb		Mattole	
mvd		Mamboru	
mve		Marwari (Pakistan)	
mvf		Peripheral Mongolian	
mvg		Yucuañe Mixtec	Tnu’u savi
mvh		Mulgi	
mvi		Miyako	
mvk		Mekmek	
mvl		Mbara (Australia)	
mvm		Muya	
mvn		Minaveha	
mvo		Marovo	
mvp		Duri	
mvq		Moere	
mvr		Marau	
mvs		Massep	
mvt		Mpotovoro	
mvu		Marfa	
mvv		Tagal Murut	
mvw		Machinga	
mvx		Meoswar	
mvy		Indus Kohistani	
mvz		Mesqan	
mwa		Mwatebu	
mwb		Juwal	
mwc		Are	
mwe		Mwera (Chimwera)	
mwf		Murrinh-Patha	
mwg		Aiklep	
mwh		Mouk-Aria	
mwi		Labo	
mwk		Kita Maninkakan	
mwl		Mirandese	Mirandés
mwm		Sar	
mwn		Nyamwanga	
mwo		Central Maewo	
mwp		Kala Lagaw Ya	
mwq		Mün Chin	K’cho
mwr		Marwari	
mws		Mwimbi-Muthambi	
mwt		Moken	
mwu		Mittu	
mwv		Mentawai	
mww		Hmong Daw	
mwx		Mediak	
